,HiddenNodes,lit_HamminLosss,lit_accuracy,lit_precision,lit_recall,lit_f1,sklearn_hamLoss,sklearn_accuracy,sklearn_macro_precision,sklearn_micro_precision-,sklearn_macro_recall,sklearn_micro_precision,sklearn_macro_f1,sklearn_micro_f1,term_wise_accuracy,activation,type,start,phase,end
35,1000,0.037396896925869685,0.19822657788556272,0.3712807812554888,0.21230797687500177,0.27014184362782884,0.19822657788556272,0.09495204974180631,0.6012932434719291,0.19822657788556272,0.03463454951019166,0.7091285693149875,0.05229407262740741,0.27561024697392256,0.9626031030741303,_bipolar_sigmoid,type2_BERT_Embeddings_Train,1603017071.2111406,train,1603017122.7254336
36,1000,0.03719057945523282,0.20080037223733238,0.3811571293076193,0.21690846321896118,0.27647872807326596,0.20080037223733238,0.09168510907366424,0.550438642532409,0.20080037223733238,0.03517208619626947,0.7156150043617331,0.05267351319938785,0.28206303724928367,0.9628094205447671,_relu_leaky,type2_BERT_Embeddings_Train,1603017122.7254336,train,1603017249.4555717
37,1000,0.037692272297500884,0.18391742569552308,0.3457503425018442,0.19813601395378871,0.25191142919232584,0.18391742569552308,0.0853619981030667,0.4964226248022798,0.18391742569552308,0.030427399564757627,0.7068639798488665,0.04573195868986566,0.26124396346075524,0.9623077277024991,_biploar_step,type2_BERT_Embeddings_Train,1603017249.4555717,train,1603017262.2902226
38,2000,0.03384200237784596,0.2807115632452158,0.4889515763448738,0.30258849604532306,0.3738310346775507,0.2807115632452158,0.13489303403941405,0.8454792912544427,0.2807115632452158,0.07614799768745233,0.7817220543806647,0.1192204059839724,0.3885760257441674,0.966157997622154,_bipolar_sigmoid,type1_BERT_Embeddings_Train,1603017262.2902226,train,1603017356.1003852
39,2000,0.03327648470653195,0.2911321747587649,0.4987559530082453,0.31496600404232494,0.38610527379824877,0.2911321747587649,0.13636842659922016,0.9031808743127001,0.2911321747587649,0.08823311915043514,0.7914889189470399,0.1391871760889009,0.404272845640794,0.966723515293468,_relu_leaky,type1_BERT_Embeddings_Train,1603017356.1003852,train,1603017608.1016054
40,2000,0.03412698766102782,0.26630010295122186,0.46724816705056976,0.28808442840108023,0.35641761506592423,0.26630010295122186,0.12256296764674887,0.8171834420675091,0.26630010295122186,0.07231813208712182,0.7779005524861878,0.11378023776044234,0.37980146741476045,0.9658730123389722,_biploar_step,type1_BERT_Embeddings_Train,1603017608.1016054,train,1603017630.422889
41,2000,0.03362677911710966,0.2880722220758162,0.496735568502878,0.31135435206044415,0.38278111665784775,0.2880722220758162,0.13605227105069026,0.8287398035711827,0.2880722220758162,0.0788133399119152,0.7826819761929843,0.12326952465318473,0.39610822337731577,0.9663732208828903,_bipolar_sigmoid,type2_BERT_Embeddings_Train,1603017630.422889,train,1603017724.2480137
42,2000,0.03304048126889697,0.30241572884563117,0.5111504534367229,0.3256351458198134,0.39782843440091825,0.30241572884563117,0.1492254189061018,0.8603447512975408,0.30241572884563117,0.09196215895023038,0.7921314135063882,0.1455300353494305,0.4124168514412417,0.966959518731103,_relu_leaky,type2_BERT_Embeddings_Train,1603017724.2480137,train,1603017975.3635635
43,2000,0.03411362897587867,0.28018209946357736,0.49068620809057073,0.3030604430370907,0.3746978444692706,0.28018209946357736,0.13236378965117504,0.8237574411195022,0.28018209946357736,0.07165124236164797,0.7733535857654334,0.11168147168341744,0.3828244582292758,0.9658863710241213,_biploar_step,type2_BERT_Embeddings_Train,1603017975.3635635,train,1603017997.9133003
44,3000,0.02842876629574051,0.3966031853803904,0.6096894148111349,0.42660181829160604,0.5019720415328243,0.3966031853803904,0.20044261776794184,0.964411512057566,0.3966031853803904,0.17756605438809903,0.8450704225352113,0.2738468552945575,0.5314021481173391,0.9715712337042595,_bipolar_sigmoid,type1_BERT_Embeddings_Train,1603017997.9133003,train,1603018145.340071
45,3000,0.027787549408581323,0.4113311903998586,0.6203570679621905,0.4407976596528765,0.5153856201940203,0.4113311903998586,0.217093476657182,0.9654594604406148,0.4113311903998586,0.20128842107497635,0.8526044430965198,0.3086818607787375,0.5457280823081215,0.9722124505914187,_relu_leaky,type1_BERT_Embeddings_Train,1603018145.340071,train,1603018530.035452
46,3000,0.02886663430896264,0.3865233632050053,0.6060980703097275,0.4152424561401227,0.4928378828793255,0.3865233632050053,0.1927494994203815,0.9514177525018123,0.3865233632050053,0.1626203460266763,0.8446695610226724,0.25212556460474966,0.519327731092437,0.9711333656910374,_biploar_step,type1_BERT_Embeddings_Train,1603018530.035452,train,1603018568.1954172
47,3000,0.028247681897052034,0.40383759441000866,0.6218108854529985,0.43400097961815487,0.5112019335104683,0.40383759441000866,0.2089788175782485,0.9653632178046063,0.40383759441000866,0.1814273369043654,0.8516780098568412,0.2799480501810969,0.533611077073888,0.9717523181029479,_bipolar_sigmoid,type2_BERT_Embeddings_Train,1603018568.1954172,train,1603018713.6185772
48,3000,0.02777567502178208,0.4188185657430958,0.6336673039961064,0.44882672750908154,0.5254658485028547,0.4188185657430958,0.2226788913478765,0.9645909133198297,0.4188185657430958,0.19998736175238702,0.8514687004455184,0.307164007379997,0.5465164182721435,0.9722243249782179,_relu_leaky,type2_BERT_Embeddings_Train,1603018713.6185772,train,1603019091.9978852
49,3000,0.028911163259459804,0.3919057141074797,0.6124444073859188,0.42116180310673834,0.4991034076591857,0.3919057141074797,0.19875645484244917,0.9615305411293688,0.3919057141074797,0.1622579523344082,0.8402899474271148,0.2517485640627783,0.5199625394321766,0.9710888367405403,_biploar_step,type2_BERT_Embeddings_Train,1603019091.9988394,train,1603019130.7073712
50,4000,0.020795019882176396,0.5562656648105485,0.7387429349727813,0.5935817821837603,0.6582544664526901,0.5562656648105485,0.3242702076088102,0.9846433565972663,0.5562656648105485,0.39006935279142346,0.9008467788076439,0.5414579493091195,0.6920879120879122,0.9792049801178236,_bipolar_sigmoid,type1_BERT_Embeddings_Train,1603019130.7083368,train,1603019337.1593184
51,4000,0.02051448749404425,0.5607682860927483,0.7382310522406969,0.5951637287236267,0.6590221470544294,0.5607682860927483,0.3392349035725577,0.9847479610766651,0.5607682860927483,0.4019424405407356,0.9036439088170087,0.552492110166653,0.6969942779470766,0.9794855125059557,_relu_leaky,type1_BERT_Embeddings_Train,1603019337.1603136,train,1603019911.239754
52,4000,0.021272963950845977,0.5458793669485387,0.7354799279712356,0.5805477181370575,0.6488939577857058,0.5458793669485387,0.3110970597533987,0.9701811842523991,0.5458793669485387,0.36376688633872456,0.8986140228278593,0.509468152526521,0.6828782581758641,0.978727036049154,_biploar_step,type1_BERT_Embeddings_Train,1603019911.239754,train,1603019963.7433357
53,4000,0.020646590047185845,0.5631916498722906,0.7493529156037778,0.5977786336222461,0.6650384845456773,0.5631916498722906,0.33449257034460955,0.9841264576902027,0.5631916498722906,0.3873495303965133,0.9038923869490555,0.5384869928411905,0.6942319528708344,0.9793534099528142,_bipolar_sigmoid,type2_BERT_Embeddings_Train,1603019963.7433357,train,1603020154.1163049
54,4000,0.020376447747503038,0.5696225557222505,0.7484082617421238,0.6028274383620043,0.667775481716769,0.5696225557222505,0.35082727368531985,0.9845790367665999,0.5696225557222505,0.41304717212404535,0.9061718572402819,0.5669784690319218,0.6990661580954887,0.979623552252497,_relu_leaky,type2_BERT_Embeddings_Train,1603020154.1163049,train,1603020685.786634
55,4000,0.021356084658440685,0.5428502914937378,0.7321095095443735,0.5783674647363309,0.6462201614445757,0.5428502914937378,0.31257245231320474,0.9845290627901548,0.5428502914937378,0.3640313660959715,0.9009528290789319,0.5127025719064616,0.6804371002132196,0.9786439153415594,_biploar_step,type2_BERT_Embeddings_Train,1603020685.786634,train,1603020741.1017272
56,5000,0.012043596811133424,0.7337535046428835,0.854593374740389,0.7660041078532047,0.8078773941418425,0.7337535046428835,0.5191274106860575,0.9891970834259075,0.7337535046428835,0.7052649618374472,0.9428723972237053,0.8202513834167293,0.8393203691235297,0.9879564031888666,_bipolar_sigmoid,type1_BERT_Embeddings_Train,1603020741.1017272,train,1603021001.9986467
57,5000,0.012408734205210183,0.726864627984158,0.8479087029000103,0.7575674399419683,0.8001962884648107,0.726864627984158,0.52144588470861,0.9894643877185695,0.726864627984158,0.6802438555654657,0.9430773391022174,0.8019326232521233,0.8334993029277037,0.9875912657947898,_relu_leaky,type1_BERT_Embeddings_Train,1603021001.9986467,train,1603021672.5597496
58,5000,0.0124131871002599,0.7231365147589698,0.8468191535379259,0.7557491789788208,0.7986965261253716,0.7231365147589698,0.5032142480767204,0.9892171271212414,0.7231365147589698,0.6986923658492833,0.9413983564596524,0.8157531095595956,0.8337078204847787,0.9875868128997402,_biploar_step,type1_BERT_Embeddings_Train,1603021672.5607452,train,1603021756.324411
59,5000,0.012278115950418498,0.7351777750269316,0.8576322830867588,0.7681165135121213,0.810409972977612,0.7351777750269316,0.5209189587943935,0.9896316637691187,0.7351777750269316,0.6943949497940418,0.9435809900278501,0.8127963561626403,0.8354943918542678,0.9877218840495815,_bipolar_sigmoid,type2_BERT_Embeddings_Train,1603021756.324411,train,1603022013.2749598
60,5000,0.012534899564952153,0.727541406461839,0.8502779557162986,0.7590687264174008,0.8020887135277203,0.727541406461839,0.5242912846453789,0.9891198954350748,0.727541406461839,0.6741667218621091,0.9417392481610181,0.7973954415616094,0.8317092126502063,0.9874651004350479,_relu_leaky,type2_BERT_Embeddings_Train,1603022013.2749598,train,1603022678.3574147
61,5000,0.01283472783163307,0.720200328462681,0.8462359585369076,0.7551123909903074,0.7980815144705266,0.720200328462681,0.49604805564337656,0.9881546621769566,0.720200328462681,0.6664370481443156,0.9384476125820321,0.7909484714389337,0.8274637348604266,0.9871652721683669,_biploar_step,type2_BERT_Embeddings_Train,1603022678.3584123,train,1603022759.911651
62,10000,0.0018984175895291656,0.9608931966266773,0.9724859360964324,0.9716540660660166,0.9720698231085099,0.9608931966266773,0.9396142902307936,0.9827590037090618,0.9608931966266773,0.9682965265936602,0.9811449749919039,0.9752626170858443,0.9770841918549442,0.9981015824104709,_bipolar_sigmoid,type1_BERT_Embeddings_Train,1603022759.912648,train,1603023464.1417487
63,10000,0.0018984175895291656,0.9589089105529199,0.9728422383812837,0.9648823533347725,0.9688459468448029,0.9589089105529199,0.9414058383391295,0.9920994839258407,0.9589089105529199,0.9589676069591677,0.9861833254554049,0.9747562959653296,0.9769653309320127,0.9981015824104709,_relu_leaky,type1_BERT_Embeddings_Train,1603023464.1417487,train,1603024971.5313923
64,10000,0.0018984175895291656,0.9622862015211062,0.9720655244920184,0.9748714658136102,0.973466473180162,0.9622862015211062,0.9397196754136369,0.9759112864828884,0.9622862015211062,0.9755554837699586,0.977093516965783,0.9755259971017554,0.9771806811896733,0.9981015824104709,_biploar_step,type1_BERT_Embeddings_Train,1603024971.5323288,train,1603025345.9966576
65,10000,0.0018984175895291656,0.9629046975553456,0.9728281870235707,0.9749286597057705,0.9738772907834924,0.9629046975553456,0.9413004531562862,0.9686327466690517,0.9629046975553456,0.9840719796931708,0.9776729896759905,0.9759690596003946,0.9771668303133089,0.9981015824104709,_bipolar_sigmoid,type2_BERT_Embeddings_Train,1603025346.00065,train,1603026278.3988278
66,10000,0.0018984175895291656,0.9580978932543897,0.9722081708645095,0.9638920975863745,0.9680322743356692,0.9580978932543897,0.9405627568763831,0.9938069767830066,0.9580978932543897,0.9572544653706135,0.9875660893345488,0.9747447759560471,0.9769329269392393,0.9981015824104709,_relu_leaky,type2_BERT_Embeddings_Train,1603026278.3998246,train,1603027741.009946
67,10000,0.0018984175895291656,0.961035739135311,0.9713334738469107,0.971954619132931,0.9716439472196511,0.961035739135311,0.9403519865106966,0.9789884194613678,0.961035739135311,0.9732265607258835,0.9797983422440705,0.9756580441230965,0.9771161725501422,0.9981015824104709,_biploar_step,type2_BERT_Embeddings_Train,1603027741.009946,train,1603028080.8968234
68,15000,0.0018984175895291656,0.9588846134135418,0.9714623654000827,0.9661768688799991,0.9688124082455858,0.9588846134135418,0.9399304457793234,0.9851240703669718,0.9588846134135418,0.9657349903986405,0.9841764130789007,0.9750684770781957,0.9770125271841693,0.9981015824104709,_bipolar_sigmoid,type1_BERT_Embeddings_Train,1603028080.8968234,train,1603029406.2833588
69,15000,0.0018984175895291656,0.9630333594366262,0.9717283546361962,0.9769546252157704,0.9743344816274419,0.9630333594366262,0.9410896827905997,0.9704564397472419,0.9630333594366262,0.9818086636242037,0.9749245249511632,0.9758464356717498,0.9772326752941596,0.9981015824104709,_relu_leaky,type1_BERT_Embeddings_Train,1603029406.2833588,train,1603031866.6891253
70,15000,0.0018984175895291656,0.9607457512452776,0.9714304114873197,0.9715008393557238,0.9714656241450781,0.9607457512452776,0.9399304457793234,0.9735885943584955,0.9607457512452776,0.9786708119026747,0.9802808807154916,0.9758046942627988,0.9771047025759448,0.9981015824104709,_biploar_step,type1_BERT_Embeddings_Train,1603031866.6901243,train,1603032352.5530355
71,15000,0.0018984175895291656,0.9604110539356885,0.9714552218662241,0.9701310866976374,0.9707927027609407,0.9604110539356885,0.9404573716935399,0.9803701716792064,0.9604110539356885,0.9709777335442389,0.9809027153389678,0.9754721779842339,0.9770899385601949,0.9981015824104709,_bipolar_sigmoid,type2_BERT_Embeddings_Train,1603032352.5540335,train,1603033302.9452124
72,15000,0.0018984175895291656,0.9590351864853913,0.9717173770129821,0.9664328081258211,0.9690678881049237,0.9590351864853913,0.9409842976077564,0.9874101015457187,0.9590351864853913,0.9634456743449725,0.9847029397904811,0.9749980450575646,0.9770001258789046,0.9981015824104709,_relu_leaky,type2_BERT_Embeddings_Train,1603033302.9462605,train,1603037168.2729478
73,15000,0.0018984175895291656,0.9646276677971269,0.9718207244448153,0.9813040944956851,0.9765393862853903,0.9646276677971269,0.9409842976077564,0.9687988648230144,0.9646276677971269,0.9834504159462544,0.9724077018194666,0.9759020128545206,0.977293305164486,0.9981015824104709,_biploar_step,type2_BERT_Embeddings_Train,1603037168.2739446,train,1603037669.9597173
74,20000,0.0018984175895291656,0.9614003436640174,0.971548884716763,0.9725296526987961,0.9720390213140102,0.9614003436640174,0.9403519865106966,0.9747196643717221,0.9614003436640174,0.9767758545941818,0.9793167724128042,0.9756127304008325,0.9771276310377509,0.9981015824104709,_bipolar_sigmoid,type1_BERT_Embeddings_Train,1603037669.9597173,train,1603038907.7148626
75,20000,0.0018984175895291656,0.9621089552009566,0.9721146380484126,0.9738467697920749,0.9729799330209943,0.9621089552009566,0.9406681420592264,0.9689307660142802,0.9621089552009566,0.9833739909640418,0.977195674672567,0.9758971711529532,0.9771782381385722,0.9981015824104709,_relu_leaky,type1_BERT_Embeddings_Train,1603038907.7148626,train,1603041743.6039326
