,loss,acc,categorical_accuracy,top_k_categorical_accuracy,precision_13,recall_13,true_positives_13,true_negatives_13,false_positives_13,false_negatives_13,val_loss,val_acc,val_categorical_accuracy,val_top_k_categorical_accuracy,val_precision_13,val_recall_13,val_true_positives_13,val_true_negatives_13,val_false_positives_13,val_false_negatives_13,lr
2,10.524940490722656,0.135841503739357,0.135841503739357,0.40973758697509766,0.21482987701892853,0.5353650450706482,15002.0,590867.0,54830.0,13020.0,10.802186012268066,0.06026127189397812,0.06026127189397812,0.4412136673927307,0.2122313529253006,0.5625523328781128,4029.0,146366.0,14955.0,3133.0,0.009999999776482582
3,10.540371894836426,0.09642744064331055,0.09642744064331055,0.4271261394023895,0.21347947418689728,0.535900354385376,15017.0,590370.0,55327.0,13005.0,10.805977821350098,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.2122313529253006,0.5625523328781128,4029.0,146366.0,14955.0,3133.0,0.009999999776482582
4,10.51414966583252,0.14448308944702148,0.14448308944702148,0.42227843403816223,0.217185378074646,0.5301905870437622,14857.0,592147.0,53550.0,13165.0,10.813379287719727,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.2246703952550888,0.5210834741592407,3732.0,148442.0,12879.0,3430.0,0.009999999776482582
5,10.552377700805664,0.14448308944702148,0.14448308944702148,0.41648223996162415,0.21481238305568695,0.5364713668823242,15033.0,590748.0,54949.0,12989.0,10.79886245727539,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.2122313529253006,0.5625523328781128,4029.0,146366.0,14955.0,3133.0,0.009999999776482582
6,10.554715156555176,0.14448308944702148,0.14448308944702148,0.42870691418647766,0.21310830116271973,0.5411819219589233,15165.0,589701.0,55996.0,12857.0,10.77369499206543,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.2122313529253006,0.5625523328781128,4029.0,146366.0,14955.0,3133.0,0.009999999776482582
7,10.523978233337402,0.14448308944702148,0.14448308944702148,0.4176414906978607,0.21539238095283508,0.5328313708305359,14931.0,591308.0,54389.0,13091.0,10.783596992492676,0.15339232981204987,0.15339232981204987,0.380109578371048,0.2246703952550888,0.5210834741592407,3732.0,148442.0,12879.0,3430.0,0.009999999776482582
8,10.533448219299316,0.14448308944702148,0.14448308944702148,0.41058066487312317,0.21687361598014832,0.5310470461845398,14881.0,591962.0,53735.0,13141.0,10.811717987060547,0.15339232981204987,0.15339232981204987,0.380109578371048,0.22340618073940277,0.5181513428688049,3711.0,148421.0,12900.0,3451.0,0.009999999776482582
9,10.547398567199707,0.14448308944702148,0.14448308944702148,0.39435136318206787,0.2167889028787613,0.5326886177062988,14927.0,591769.0,53928.0,13095.0,10.743064880371094,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.2122313529253006,0.5625523328781128,4029.0,146366.0,14955.0,3133.0,0.009999999776482582
10,10.524499893188477,0.14448308944702148,0.14448308944702148,0.3986721336841583,0.2170017808675766,0.5272642970085144,14775.0,592385.0,53312.0,13247.0,10.765252113342285,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.22340618073940277,0.5181513428688049,3711.0,148421.0,12900.0,3451.0,0.009048373438417912
11,10.501489639282227,0.1274106800556183,0.1274106800556183,0.4076298773288727,0.2191009521484375,0.5179858803749084,14515.0,593964.0,51733.0,13507.0,10.704619407653809,0.06026127189397812,0.06026127189397812,0.4412136673927307,0.20696376264095306,0.5485897660255432,3929.0,146266.0,15055.0,3233.0,0.008187306113541126
12,10.481108665466309,0.05543260648846626,0.05543260648846626,0.4053114056587219,0.2191552370786667,0.5204839110374451,14585.0,593731.0,51966.0,13437.0,10.776585578918457,0.06026127189397812,0.06026127189397812,0.380109578371048,0.20696376264095306,0.5485897660255432,3929.0,146266.0,15055.0,3233.0,0.0074081807397305965
13,10.469096183776855,0.05543260648846626,0.05543260648846626,0.41837918758392334,0.22085879743099213,0.5183427333831787,14525.0,594456.0,51241.0,13497.0,10.683300971984863,0.06026127189397812,0.06026127189397812,0.4412136673927307,0.23978087306022644,0.47668248414993286,3414.0,150497.0,10824.0,3748.0,0.00670319888740778
14,10.450411796569824,0.05543260648846626,0.05543260648846626,0.3999367654323578,0.22545605897903442,0.5014631152153015,14052.0,597422.0,48275.0,13970.0,10.705613136291504,0.06026127189397812,0.06026127189397812,0.4412136673927307,0.22340618073940277,0.5181513428688049,3711.0,148421.0,12900.0,3451.0,0.006065304856747389
15,10.446044921875,0.05543260648846626,0.05543260648846626,0.3979344367980957,0.22686873376369476,0.4973592162132263,13937.0,598202.0,47495.0,14085.0,10.674955368041992,0.06026127189397812,0.06026127189397812,0.380109578371048,0.22340618073940277,0.5181513428688049,3711.0,148421.0,12900.0,3451.0,0.005488114431500435
16,10.439513206481934,0.05543260648846626,0.05543260648846626,0.4019390940666199,0.23006145656108856,0.4889729619026184,13702.0,599841.0,45856.0,14320.0,10.664119720458984,0.06026127189397812,0.06026127189397812,0.380109578371048,0.23978087306022644,0.47668248414993286,3414.0,150497.0,10824.0,3748.0,0.004965851083397865
17,10.434606552124023,0.05543260648846626,0.05543260648846626,0.3970913589000702,0.22563064098358154,0.5008207559585571,14034.0,597532.0,48165.0,13988.0,10.680867195129395,0.06026127189397812,0.06026127189397812,0.4412136673927307,0.22340618073940277,0.5181513428688049,3711.0,148421.0,12900.0,3451.0,0.004493287764489651
18,10.422332763671875,0.05543260648846626,0.05543260648846626,0.40794605016708374,0.22589246928691864,0.4988223612308502,13978.0,597796.0,47901.0,14044.0,10.666715621948242,0.06026127189397812,0.06026127189397812,0.4412136673927307,0.2246703952550888,0.5210834741592407,3732.0,148442.0,12879.0,3430.0,0.0040656947530806065
19,10.416597366333008,0.05543260648846626,0.05543260648846626,0.4053114056587219,0.22842319309711456,0.49018627405166626,13736.0,599299.0,46398.0,14286.0,10.63721752166748,0.06026127189397812,0.06026127189397812,0.380109578371048,0.23978087306022644,0.47668248414993286,3414.0,150497.0,10824.0,3748.0,0.0036787926219403744
