,loss,acc,categorical_accuracy,top_k_categorical_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,val_loss,val_acc,val_categorical_accuracy,val_top_k_categorical_accuracy,val_precision,val_recall,val_true_positives,val_true_negatives,val_false_positives,val_false_negatives,lr
0,10.571146011352539,0.06323111057281494,0.06323111057281494,0.40889450907707214,0.1994953155517578,0.5416815280914307,15179.0,584789.0,60908.0,12843.0,10.676412582397461,0.15339232981204987,0.15339232981204987,0.380109578371048,0.23978087306022644,0.47668248414993286,3414.0,150497.0,10824.0,3748.0,0.009999999776482582
1,10.435823440551758,0.14111076295375824,0.14111076295375824,0.3949836790561676,0.23530061542987823,0.45599886775016785,12778.0,604170.0,41527.0,15244.0,10.652108192443848,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.2536030411720276,0.420134037733078,3009.0,152465.0,8856.0,4153.0,0.009999999776482582
2,10.408310890197754,0.14448308944702148,0.14448308944702148,0.39919906854629517,0.24263083934783936,0.43944042921066284,12314.0,607259.0,38438.0,15708.0,10.677026748657227,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.2651706635951996,0.35143813490867615,2517.0,154346.0,6975.0,4645.0,0.009999999776482582
3,10.398775100708008,0.14448308944702148,0.14448308944702148,0.398039847612381,0.25153622031211853,0.4017200767993927,11257.0,612201.0,33496.0,16765.0,10.634978294372559,0.15339232981204987,0.15339232981204987,0.380109578371048,0.2731774151325226,0.3620496988296509,2593.0,154422.0,6899.0,4569.0,0.009999999776482582
4,10.394447326660156,0.14448308944702148,0.14448308944702148,0.39730215072631836,0.247802272439003,0.41645848751068115,11670.0,610273.0,35424.0,16352.0,10.686327934265137,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.2536030411720276,0.420134037733078,3009.0,152465.0,8856.0,4153.0,0.009999999776482582
5,10.395242691040039,0.14448308944702148,0.14448308944702148,0.40510064363479614,0.2471565157175064,0.428056538105011,11995.0,609160.0,36537.0,16027.0,10.646986961364746,0.15339232981204987,0.15339232981204987,0.380109578371048,0.25267595052719116,0.41859814524650574,2998.0,152454.0,8867.0,4164.0,0.009999999776482582
6,10.387682914733887,0.14448308944702148,0.14448308944702148,0.4006744623184204,0.2536897659301758,0.40300479531288147,11293.0,612475.0,33222.0,16729.0,10.605351448059082,0.15339232981204987,0.15339232981204987,0.35524651408195496,0.23978087306022644,0.47668248414993286,3414.0,150497.0,10824.0,3748.0,0.009999999776482582
7,10.378854751586914,0.14448308944702148,0.14448308944702148,0.4071029722690582,0.2558871805667877,0.38855186104774475,10888.0,614035.0,31662.0,17134.0,10.624095916748047,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.34386852383613586,0.22786931693553925,1632.0,158207.0,3114.0,5530.0,0.009999999776482582
8,10.383319854736328,0.14448308944702148,0.14448308944702148,0.3970913589000702,0.2567625343799591,0.3854828476905823,10802.0,614429.0,31268.0,17220.0,10.63556957244873,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.34386852383613586,0.22786931693553925,1632.0,158207.0,3114.0,5530.0,0.009999999776482582
9,10.382267951965332,0.14448308944702148,0.14448308944702148,0.4064706563949585,0.2611362636089325,0.37070873379707336,10388.0,616305.0,29392.0,17634.0,10.649662017822266,0.15339232981204987,0.15339232981204987,0.380109578371048,0.2731774151325226,0.3620496988296509,2593.0,154422.0,6899.0,4569.0,0.009999999776482582
10,10.378973007202148,0.14448308944702148,0.14448308944702148,0.40499526262283325,0.25761714577674866,0.3838055729866028,10755.0,614704.0,30993.0,17267.0,10.614734649658203,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.26759377121925354,0.35464954376220703,2540.0,154369.0,6952.0,4622.0,0.009048373438417912
11,10.36730670928955,0.14448308944702148,0.14448308944702148,0.40805143117904663,0.2648727297782898,0.3632146120071411,10178.0,617449.0,28248.0,17844.0,10.604705810546875,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.2536030411720276,0.420134037733078,3009.0,152465.0,8856.0,4153.0,0.008187306113541126
12,10.363321304321289,0.14448308944702148,0.14448308944702148,0.40488988161087036,0.26473739743232727,0.36139461398124695,10127.0,617571.0,28126.0,17895.0,10.615050315856934,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.26759377121925354,0.35464954376220703,2540.0,154369.0,6952.0,4622.0,0.0074081807397305965
13,10.360333442687988,0.14448308944702148,0.14448308944702148,0.40604910254478455,0.26023343205451965,0.3795589208602905,10636.0,615462.0,30235.0,17386.0,10.60665512084961,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.28768086433410645,0.2859536409378052,2048.0,156250.0,5071.0,5114.0,0.00670319888740778
14,10.352642059326172,0.14448308944702148,0.14448308944702148,0.41363683342933655,0.26779934763908386,0.35436442494392395,9930.0,618547.0,27150.0,18092.0,10.598271369934082,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.29512572288513184,0.2933538258075714,2101.0,156303.0,5018.0,5061.0,0.006065304856747389
15,10.347246170043945,0.14448308944702148,0.14448308944702148,0.41437453031539917,0.271027535200119,0.3548640310764313,9944.0,618951.0,26746.0,18078.0,10.585528373718262,0.15339232981204987,0.15339232981204987,0.4412136673927307,0.2731774151325226,0.3620496988296509,2593.0,154422.0,6899.0,4569.0,0.005488114431500435
16,10.349014282226562,0.14448308944702148,0.14448308944702148,0.4131099283695221,0.26614177227020264,0.3606809079647064,10107.0,617828.0,27869.0,17915.0,10.582529067993164,0.15339232981204987,0.15339232981204987,0.35524651408195496,0.2462705373764038,0.407986581325531,2922.0,152378.0,8943.0,4240.0,0.004965851083397865
