,HiddenNodes,lit_accuracy,lit_precision,lit_recall,lit_f1,sklearn_hamLoss,sklearn_accuracy,term_wise_accuracy,sklearn_macro_precision,sklearn_micro_precision,sklearn_macro_recall,sklearn_micro_recall,sklearn_macro_f1,sklearn_micro_f1,activation,type,phase,total_time,model_nm
0,100,0.07670539892917891,0.16791658277967922,0.08263251391986352,0.11075968380406524,0.04095906220491866,0.03090396617676666,0.9590409377950814,0.13398894642003073,0.5950920245398773,0.008502617583110805,0.06895734597156399,0.011708819004357662,0.12359311955829264,_biploar_step,t1_bert,train,21.56066083908081,t1_bert_100__biploar_step_uniform
1,200,0.09426182469076119,0.20048990000671094,0.10361295412191879,0.13662055800710568,0.04050819918504382,0.03754781558284679,0.9594918008149562,0.07487432123785523,0.6184886280264124,0.010618682367876626,0.08561272850372377,0.014062125618258788,0.15040589966992773,_biploar_step,t1_bert,train,22.30137348175049,t1_bert_200__biploar_step_uniform
2,300,0.10502961766940679,0.22137775988188715,0.11453944602864113,0.1509686645029228,0.040261500551527406,0.0426816992148178,0.9597384994484726,0.11765296990372918,0.6278237530753746,0.01237786579452823,0.09502369668246445,0.01660143733383419,0.16506424392108435,_biploar_step,t1_bert,train,23.069187879562378,t1_bert_300__biploar_step_uniform
3,400,0.1222983889302508,0.2509277900812026,0.1324404056053858,0.17337368446278853,0.03980921972341397,0.05224481578417556,0.960190780276586,0.1846722595854148,0.6483962647178237,0.014675973309701527,0.108124576844956,0.019782156492650263,0.18534207624905705,_biploar_step,t1_bert,train,25.100493669509888,t1_bert_400__biploar_step_uniform
4,500,0.13018690944485667,0.264245688208845,0.14096967018231804,0.18385595087904688,0.03960505533705555,0.05717737064626535,0.9603949446629444,0.216840572001769,0.6564692127825409,0.01592250629843872,0.11404874746106973,0.021682960250591337,0.1943354868481772,_biploar_step,t1_bert,train,25.60601305961609,t1_bert_500__biploar_step_uniform
5,1000,0.1768409825464077,0.3401298570565732,0.1911325587251893,0.24473739510592885,0.03805964435698143,0.0803301791826052,0.9619403556430186,0.4238285665263809,0.7049255092733354,0.027171280833019493,0.15697359512525388,0.03959413663199765,0.25676947782269227,_biploar_step,t1_bert,train,32.57632803916931,t1_bert_1000__biploar_step_uniform
6,2000,0.25823633529333767,0.46019786144106606,0.2788600784212664,0.347282140706477,0.03480861006587137,0.11979061807932354,0.9651913899341287,0.7757008556830024,0.7704065040650406,0.06419029084130025,0.24058903182125932,0.0999196279129979,0.3666709660776474,_biploar_step,t1_bert,train,50.183008670806885,t1_bert_2000__biploar_step_uniform
7,3000,0.37053815540300794,0.5892824386985867,0.3992092446765729,0.4759716266924808,0.030073130548946995,0.18371250251660962,0.969926869451053,0.9219947401267216,0.8311729622266402,0.1414279044520945,0.3538253215978334,0.22000233970140964,0.4963552178558709,_biploar_step,t1_bert,train,75.76848673820496,t1_bert_3000__biploar_step_uniform
8,4000,0.5146576662448239,0.7162513861326039,0.5484948097632162,0.6212474392954065,0.022961404424128827,0.28800080531507954,0.9770385955758711,0.9821797105043844,0.889589536988381,0.3151248291524108,0.5157752200406229,0.454241732934292,0.6529667645231105,_biploar_step,t1_bert,train,109.91154026985168,t1_bert_4000__biploar_step_uniform
9,5000,0.6854331798903098,0.8261852958966436,0.7228853189140719,0.7710910211531447,0.014512685130310754,0.44785584860076505,0.9854873148696892,0.9866670508704892,0.9295122819508722,0.6222709269769627,0.7071090047393365,0.7574618677929511,0.8031992617088364,_biploar_step,t1_bert,train,156.44478702545166,t1_bert_5000__biploar_step_uniform
10,10000,0.9533290242294672,0.9678947721629416,0.958973619830274,0.9634135441038078,0.0020260479729595614,0.9349708073283672,0.9979739520270404,0.9902591963848391,0.9882246691444649,0.9575069222005901,0.9631008801624915,0.9733702192464077,0.9755010372199077,_biploar_step,t1_bert,train,548.1901202201843,t1_bert_10000__biploar_step_uniform
