,HiddenNodes,lit_accuracy,lit_precision,lit_recall,lit_f1,sklearn_hamLoss,sklearn_accuracy,term_wise_accuracy,sklearn_macro_precision,sklearn_micro_precision,sklearn_macro_recall,sklearn_micro_recall,sklearn_macro_f1,sklearn_micro_f1,activation,type,phase,total_time,model_nm
0,100,0.0972237622582277,0.19956378766525737,0.10608134205399943,0.13852662687840034,0.040933541656623856,0.04258103482987719,0.9590664583433761,0.15432438301325846,0.6168958742632613,0.01068590772790199,0.08423029205646648,0.01443523116300522,0.14822245168903966,_binary_sigmoid,t2_bert,train,9.70006251335144,t2_bert_100__binary_sigmoid_uniform
1,200,0.11671575933609785,0.2382893765519093,0.1267890758368352,0.16551231461111385,0.04045006904726122,0.0502315280853634,0.9595499309527388,0.13939930313273521,0.6377583635201364,0.013500412107355645,0.10035878348925326,0.018222925093459918,0.1734268165488469,_binary_sigmoid,t2_bert,train,11.541138887405396,t2_bert_200__binary_sigmoid_uniform
2,300,0.12783940743282943,0.2583048117576002,0.1377070809757597,0.1796430980070704,0.040163671783063994,0.057479363801087174,0.959836328216936,0.20152681402584072,0.6489934223639625,0.01522829405846885,0.1091774804680951,0.020741778207493466,0.18691159586681977,_binary_sigmoid,t2_bert,train,13.712318181991577,t2_bert_300__binary_sigmoid_uniform
3,400,0.14255829177863275,0.2818770552311925,0.15451805995738727,0.19961312216798607,0.039838993696424574,0.06442520636198913,0.9601610063035755,0.31363470002349847,0.6588061901252763,0.017682526738898086,0.119907453978473,0.02437898088911561,0.202887861337267,_binary_sigmoid,t2_bert,train,15.577348232269287,t2_bert_400__binary_sigmoid_uniform
4,500,0.14763773606800626,0.29244681564995634,0.15913435509557972,0.20611282499391825,0.03960505533705555,0.06835111737467284,0.9603949446629444,0.36219490207781857,0.6703336339044184,0.01902580500321754,0.12463534855648326,0.026689633747119287,0.2101900022619317,_binary_sigmoid,t2_bert,train,18.017892599105835,t2_bert_500__binary_sigmoid_uniform
5,1000,0.19967532843155075,0.37504865445272123,0.21562260371929687,0.27382056017008216,0.03799584298624442,0.09563116569357762,0.9620041570137555,0.5773478312535786,0.7139824511746391,0.03321872695851146,0.16916473862455153,0.04953427833197004,0.2735232725202635,_binary_sigmoid,t2_bert,train,28.184942483901978,t2_bert_1000__binary_sigmoid_uniform
6,2000,0.2862179589596264,0.49932319179601226,0.3092045335944084,0.3819114417074671,0.03449527444514074,0.1369035635192269,0.9655047255548592,0.8051485472337816,0.7794850920932126,0.07137996537824814,0.2568487409046709,0.11017299219329542,0.3863808322824716,_binary_sigmoid,t2_bert,train,52.93552207946777,t2_bert_2000__binary_sigmoid_uniform
7,3000,0.39111902725620035,0.6158813646255774,0.42102646175230185,0.5001454231728188,0.02962793876202656,0.19770485202335414,0.9703720612379735,0.9504664348834387,0.8399603900060938,0.15968221124359577,0.3697481809341783,0.24750908459515836,0.5134688365812204,_binary_sigmoid,t2_bert,train,82.10052633285522,t2_bert_3000__binary_sigmoid_uniform
8,4000,0.5324938999580991,0.7306741521458675,0.5683689914125147,0.6393821990680894,0.022823877024984618,0.3056170726796859,0.9771761229750154,0.983307032469685,0.8913601368691189,0.34217716598694864,0.5240921436475203,0.48937757129496146,0.6600785506144685,_binary_sigmoid,t2_bert,train,120.28537440299988,t2_bert_4000__binary_sigmoid_uniform
9,5000,0.6971467391574963,0.8351602673326067,0.733006852735272,0.7807563253341571,0.014412020745370147,0.4710086571371049,0.9855879792546298,0.9877428248730996,0.9319680056253845,0.6301806679487407,0.7110619320658552,0.7647665400369748,0.8066645110980087,_binary_sigmoid,t2_bert,train,169.80395197868347,t2_bert_5000__binary_sigmoid_uniform
10,10000,0.9601506958915855,0.970802066365283,0.9739740476175953,0.9723854701988021,0.0020799246860263654,0.9352728004831891,0.9979200753139736,0.9663354025467942,0.9747840064295761,0.9827495075303782,0.9760587466049693,0.9741654193174667,0.9754209600402111,_binary_sigmoid,t2_bert,train,549.1127505302429,t2_bert_10000__binary_sigmoid_uniform
