,HiddenNodes,lit_accuracy,lit_precision,lit_recall,lit_f1,sklearn_hamLoss,sklearn_accuracy,term_wise_accuracy,sklearn_macro_precision,sklearn_micro_precision,sklearn_macro_recall,sklearn_micro_recall,sklearn_macro_f1,sklearn_micro_f1,activation,type,phase,total_time,model_nm
0,100,0.11279465744380171,0.22911214012482384,0.12367241635357169,0.16063544429508095,0.04054222658277023,0.047916247231729416,0.9594577734172298,0.06706718028827852,0.6321566939302626,0.012618026453141222,0.09848103812493712,0.016508925935986792,0.17041399518407843,_identity,t2_bert,train,7.996750593185425,t2_bert_100__identity_uniform
1,200,0.13301038859831557,0.26494027246493523,0.14367072768879346,0.186310019675358,0.04007576767227079,0.06200926112341454,0.9599242323277292,0.08175247721744551,0.6526769954893117,0.015002648980466259,0.11159172450793012,0.019874041205587625,0.19059618578546475,_identity,t2_bert,train,8.076747417449951,t2_bert_200__identity_uniform
2,300,0.14390088929534706,0.2849976511643512,0.15582691416303676,0.20148743068196376,0.03972982246205236,0.06462653513187035,0.9602701775379476,0.136683837831335,0.6659907834101383,0.016981085867142864,0.12114810716561043,0.02282019002187383,0.20500453926463913,_identity,t2_bert,train,8.602793216705322,t2_bert_300__identity_uniform
3,400,0.15531398587932116,0.30427488088047777,0.1676724844820316,0.21620430152636144,0.03938529506007254,0.07096839138312865,0.9606147049399275,0.15147913315569367,0.6792353560154332,0.018711755014339235,0.12986621064279247,0.02531918662326684,0.21804363124560167,_identity,t2_bert,train,8.785379409790039,t2_bert_400__identity_uniform
4,500,0.16146395709007536,0.317889738943695,0.17495721966603384,0.22569726327556286,0.03920948683848612,0.0727803503120596,0.9607905131615139,0.1910605159065711,0.6802460924509478,0.020464563318690888,0.1371760050967374,0.027869105454687907,0.22831152161174204,_identity,t2_bert,train,9.242328882217407,t2_bert_500__identity_uniform
5,1000,0.18616578036729098,0.35951110663713837,0.20083695605870008,0.25770809656743665,0.03836021970356465,0.08596738473927924,0.9616397802964354,0.2883048852283344,0.7067702884471678,0.02643533039026571,0.15856888978305334,0.037344133991124004,0.25902393602453855,_identity,t2_bert,train,10.94692611694336,t2_bert_1000__identity_uniform
6,2000,0.18616578036729098,0.35951110663713837,0.20083695605870008,0.25770809656743665,0.03836021970356465,0.08596738473927924,0.9616397802964354,0.2883048852283344,0.7067702884471678,0.02643533039026571,0.15856888978305334,0.037344133991124004,0.25902393602453855,_identity,t2_bert,train,16.790140867233276,t2_bert_2000__identity_uniform
7,3000,0.18616578036729098,0.35951110663713837,0.20083695605870008,0.25770809656743665,0.03836021970356465,0.08596738473927924,0.9616397802964354,0.2883048852283344,0.7067702884471678,0.02643533039026571,0.15856888978305334,0.037344133991124004,0.25902393602453855,_identity,t2_bert,train,28.37550711631775,t2_bert_3000__identity_uniform
8,4000,0.18616578036729098,0.35951110663713837,0.20083695605870008,0.25770809656743665,0.03836021970356465,0.08596738473927924,0.9616397802964354,0.2883048852283344,0.7067702884471678,0.02643533039026571,0.15856888978305334,0.037344133991124004,0.25902393602453855,_identity,t2_bert,train,45.75285243988037,t2_bert_4000__identity_uniform
9,5000,0.18616578036729098,0.35951110663713837,0.20083695605870008,0.25770809656743665,0.03836021970356465,0.08596738473927924,0.9616397802964354,0.2883048852283344,0.7067702884471678,0.02643533039026571,0.15856888978305334,0.037344133991124004,0.25902393602453855,_identity,t2_bert,train,70.78587603569031,t2_bert_5000__identity_uniform
10,10000,0.18616578036729098,0.35951110663713837,0.20083695605870008,0.25770809656743665,0.03836021970356465,0.08596738473927924,0.9616397802964354,0.2883048852283344,0.7067702884471678,0.02643533039026571,0.15856888978305334,0.037344133991124004,0.25902393602453855,_identity,t2_bert,train,315.76410937309265,t2_bert_10000__identity_uniform
