,model,phase,start_time,end_time,total_time
0,model_6_128_adam_bert_t1,train,1604604803.840548,1604604898.7898145,94.94926643371582
1,model_6_128_adam_bert_t1,test,1604604898.7930262,1604604906.7021728,7.909146547317505
2,model_6_128_adam_bert_t2,train,1604604908.3385127,1604605006.9047961,98.56628346443176
3,model_6_128_adam_bert_t2,test,1604605006.910323,1604605014.9132767,8.00295376777649
4,model_6_128_adam_xlnet_t1,train,1604605016.5674448,1604605116.070325,99.50288009643555
5,model_6_128_adam_xlnet_t1,test,1604605116.0748956,1604605124.0295763,7.954680681228638
6,model_6_128_adam_xlnet_t2,train,1604605125.6684954,1604605226.2978475,100.62935209274292
7,model_6_128_adam_xlnet_t2,test,1604605226.302691,1604605234.339229,8.036538124084473
