,HiddenNodes,lit_accuracy,lit_precision,lit_recall,lit_f1,sklearn_hamLoss,sklearn_accuracy,term_wise_accuracy,sklearn_macro_precision,sklearn_micro_precision,sklearn_macro_recall,sklearn_micro_recall,sklearn_macro_f1,sklearn_micro_f1,activation,type,phase,total_time,model_nm
0,100,0.08459956982336093,0.18391302951472524,0.0908950546427883,0.12166152184722498,0.040488038550214475,0.03420368050871953,0.9595119614497856,0.06298152881630295,0.6208907741251326,0.009224580430468983,0.07616755561337323,0.01257148891261647,0.13568945538818075,_relu_leaky,t1_xl,train,18.702991485595703,t1_xl_100__relu_leaky_uniform
1,200,0.10907730908312172,0.23013617239939624,0.11667663586782266,0.1548473052146895,0.0399031630771235,0.0465362751710184,0.9600968369228765,0.09116883327134245,0.6446263191901788,0.012117825865472427,0.09733966436841421,0.015864315720239126,0.16913904665027835,_relu_leaky,t1_xl,train,31.054929733276367,t1_xl_200__relu_leaky_uniform
2,300,0.1271667147304628,0.25576484568198604,0.137217649386369,0.17861075931153148,0.039591048555520425,0.05578572116774256,0.9604089514444796,0.16045063453438432,0.6500667811486358,0.014935854581578287,0.11080395472876285,0.020028716748080343,0.18933563033149017,_relu_leaky,t1_xl,train,67.85356950759888,t1_xl_300__relu_leaky_uniform
3,400,0.13750365284295782,0.27859941548639877,0.14765438118667198,0.19301376134915066,0.03913644696970725,0.05896521822911648,0.9608635530302928,0.17799067843129132,0.671090387374462,0.0169335067665507,0.12169897229088071,0.023033116480883964,0.20603457768968175,_relu_leaky,t1_xl,train,85.79858636856079,t1_xl_400__relu_leaky_uniform
4,500,0.15225127391610163,0.301955872434724,0.16343616871213432,0.21208145626748395,0.03878226483867072,0.06821466422584065,0.9612177351613292,0.19928348392635026,0.6833474218089602,0.01893557497249093,0.1314557044360609,0.02596142731390676,0.22049477675040233,_relu_leaky,t1_xl,train,65.81801176071167,t1_xl_500__relu_leaky_uniform
5,600,0.16116646093117412,0.31675819764267577,0.17427346210783523,0.22484313040945256,0.03857192679150343,0.07187590326621061,0.9614280732084965,0.21027169924768954,0.6852678571428571,0.02079159464690248,0.13978144919994798,0.028626771061884018,0.23219881145326854,_relu_leaky,t1_xl,train,78.16898798942566,t1_xl_600__relu_leaky_uniform
6,700,0.17092224961325922,0.3279561752439679,0.18450699608738086,0.23615437021696317,0.038200103404898024,0.07842759418055689,0.961799896595102,0.27587445302304375,0.6972365624051017,0.023110593296681782,0.14934304670222454,0.032282506220610734,0.24599560722129962,_relu_leaky,t1_xl,train,88.79158425331116,t1_xl_700__relu_leaky_uniform
7,800,0.18164418752355677,0.34935767736133866,0.19588846084987088,0.2510247497723276,0.03775364393703971,0.08160709124193082,0.9622463560629603,0.3929959100744088,0.7117025893244612,0.026768984546187403,0.16001040718095486,0.038398420756967075,0.2612782453997504,_relu_leaky,t1_xl,train,108.23799657821655,t1_xl_800__relu_leaky_uniform
8,900,0.18648692411263176,0.35541638565051215,0.20121218482944514,0.2569544981108699,0.037681721895105096,0.08411214953271028,0.9623182781048949,0.36308802023121844,0.7089175546831183,0.02806039946654888,0.16443345908676987,0.04038878968731107,0.26694825765575503,_relu_leaky,t1_xl,train,113.15152215957642,t1_xl_900__relu_leaky_uniform
9,1000,0.19413371337511268,0.36721883473497297,0.2100002886428832,0.267198566943411,0.03735332313759229,0.08748434338568263,0.9626466768624077,0.5209699978296218,0.7183518568717809,0.03122114349297658,0.17236893456484975,0.04588481809022292,0.2780254944132613,_relu_leaky,t1_xl,train,126.0340359210968,t1_xl_1000__relu_leaky_uniform
10,2000,0.2896717460201101,0.4855163127010129,0.3126980546399246,0.3803990824753218,0.03323748251140914,0.14230658059543308,0.9667625174885909,0.94759399206698,0.7970931889427187,0.09641231439999325,0.2728957981006895,0.1568693925308834,0.40658994548758326,_relu_leaky,t1_xl,train,244.9829499721527,t1_xl_2000__relu_leaky_uniform
11,3000,0.4131850392858237,0.6011186795775876,0.43821530884711635,0.5069004011388532,0.027756480108127327,0.2414490798728201,0.9722435198918726,0.9792929480317021,0.8597791136586048,0.2320810262400549,0.4000260179523871,0.36029301623119403,0.5460114529231589,_relu_leaky,t1_xl,train,459.5972878932953,t1_xl_3000__relu_leaky_uniform
12,4000,0.5266976578498561,0.6919000404162764,0.5533833598751862,0.6149378831737746,0.022369112061326434,0.354754793332691,0.9776308879386736,0.9839238733079214,0.9002693905039847,0.3702581174731508,0.5216924678027839,0.5279560790226511,0.6605855948606021,_relu_leaky,t1_xl,train,507.93984961509705,t1_xl_4000__relu_leaky_uniform
13,5000,0.63412139802992,0.7740700468130881,0.6593903476255645,0.7121428945436598,0.017323712968629775,0.4725888813951248,0.9826762870313702,0.986261231582053,0.927939076630176,0.5093683403027636,0.6340574996747756,0.6653955536684178,0.753352138799799,_relu_leaky,t1_xl,train,787.6410911083221,t1_xl_5000__relu_leaky_uniform
14,6000,0.7356422572838037,0.8437326515537334,0.7575356733601852,0.798314151833475,0.012404516704233494,0.5917718469987475,0.9875954832957665,0.9886370120657415,0.9502396332569285,0.6503167739328249,0.7415441654741772,0.7814406630279248,0.8330197468169447,_relu_leaky,t1_xl,train,835.6525831222534,t1_xl_6000__relu_leaky_uniform
