,HiddenNodes,lit_accuracy,lit_precision,lit_recall,lit_f1,sklearn_hamLoss,sklearn_accuracy,term_wise_accuracy,sklearn_macro_precision,sklearn_micro_precision,sklearn_macro_recall,sklearn_micro_recall,sklearn_macro_f1,sklearn_micro_f1,activation,type,phase,total_time,model_nm
0,100,0.10622944823539675,0.22140058451360117,0.11433941456628977,0.15080010298025728,0.040179995087588835,0.0446093072550342,0.9598200049124112,0.08408897506968764,0.6245898052942463,0.011393312929381274,0.09285156758163132,0.014739365014412146,0.1616693564370452,_identity,t1_xl,train,7.935814142227173,t1_xl_100__identity_uniform
1,200,0.12485007727905152,0.2555962359893374,0.13521975759284968,0.1768692256186021,0.039671112715409906,0.053569708064360726,0.9603288872845901,0.09572509582038868,0.6463084654039428,0.013993914932513367,0.10875504097827501,0.018223019255718353,0.18618117031345696,_identity,t1_xl,train,7.617631435394287,t1_xl_200__identity_uniform
2,300,0.14231728781412176,0.2839868966181713,0.15312147958107478,0.19896435831277998,0.03917037246118585,0.06330089604008093,0.9608296275388142,0.10023605418628233,0.6646842749693895,0.01686818740532435,0.12358527383894888,0.02236791463328882,0.20841903194844372,_identity,t1_xl,train,8.059508562088013,t1_xl_300__identity_uniform
3,400,0.15412787785141918,0.30067925619038444,0.1658238553545554,0.2137597467314061,0.03881483331049017,0.07014163214182484,0.9611851666895098,0.11773268902609967,0.6778901973793332,0.018765517573494345,0.1329192142578379,0.02525741672546779,0.22225847676536964,_identity,t1_xl,train,8.578062772750854,t1_xl_400__identity_uniform
4,500,0.1627842258883611,0.3203423579664065,0.1758395373912591,0.22704920336133666,0.03849593369059138,0.07216494845360824,0.9615040663094087,0.1407524834268022,0.6867545511613308,0.020672686173813525,0.1423181995576948,0.02789551261970407,0.2357758620689655,_identity,t1_xl,train,8.880298614501953,t1_xl_500__identity_uniform
5,600,0.174846051696212,0.3362687477920159,0.18772558539542958,0.24094248174574232,0.038128181362963406,0.08025821370074188,0.9618718186370366,0.18151909596129542,0.6993532862084524,0.023093018685799344,0.1512293482502927,0.03181992516105367,0.24868304944246863,_identity,t1_xl,train,9.056783437728882,t1_xl_600__identity_uniform
6,700,0.18050583937913128,0.34703246940938426,0.1951049069300729,0.24978074045732776,0.03782149491999691,0.0803545620965411,0.9621785050800031,0.25499027500162125,0.7092363636363637,0.025027412486725874,0.15857941979966178,0.03496153989412763,0.25920314701113684,_identity,t1_xl,train,9.577393054962158,t1_xl_700__identity_uniform
7,800,0.18582736625399318,0.35564762180043025,0.20077797062624114,0.2566604007257253,0.037664080639536225,0.08305231717891898,0.9623359193604638,0.2618216159134728,0.710804338639245,0.026406088774550248,0.16410823468193053,0.03700969328047832,0.2666525748408064,_identity,t1_xl,train,10.74376916885376,t1_xl_800__identity_uniform
8,900,0.18582736625399318,0.35564762180043025,0.20077797062624114,0.2566604007257253,0.037664080639536225,0.08305231717891898,0.9623359193604638,0.2618216159134728,0.710804338639245,0.026406088774550248,0.16410823468193053,0.03700969328047832,0.2666525748408064,_identity,t1_xl,train,11.041697978973389,t1_xl_900__identity_uniform
9,1000,0.18582736625399318,0.35564762180043025,0.20077797062624114,0.2566604007257253,0.037664080639536225,0.08305231717891898,0.9623359193604638,0.2618216159134728,0.710804338639245,0.026406088774550248,0.16410823468193053,0.03700969328047832,0.2666525748408064,_identity,t1_xl,train,11.331597805023193,t1_xl_1000__identity_uniform
