,HiddenNodes,lit_accuracy,lit_precision,lit_recall,lit_f1,sklearn_hamLoss,sklearn_accuracy,term_wise_accuracy,sklearn_macro_precision,sklearn_micro_precision,sklearn_macro_recall,sklearn_micro_recall,sklearn_macro_f1,sklearn_micro_f1,activation,type,phase,total_time,model_nm
0,100,0.08120351926334728,0.17625760992382686,0.08859287706656954,0.11791685902087977,0.04174870981355907,0.03304749975912901,0.958251290186441,0.06789881243754428,0.5524321681740406,0.009220044432592996,0.07244983009553119,0.012732677984359286,0.1280997591044353,_biploar_step,t2_xl,train,7.880964517593384,t2_xl_100__biploar_step_uniform
1,200,0.09991091404585328,0.2115682307222918,0.10746903341628593,0.142535282320139,0.04073908718715608,0.040466326235668176,0.9592609128128439,0.08626289658230685,0.6356069364161849,0.011061960127467461,0.08812592165159967,0.014809950251139157,0.1547903938737014,_biploar_step,t2_xl,train,8.548141241073608,t2_xl_200__biploar_step_uniform
2,300,0.11180623760753496,0.23395799209943155,0.12104410821451621,0.1595440505185196,0.0405043227861242,0.04605453319202235,0.9594956772138759,0.07704535696899412,0.6409128978224455,0.012416478000706162,0.09812784509841636,0.016292892297931162,0.17019738671114817,_biploar_step,t2_xl,train,8.7904953956604,t2_xl_300__biploar_step_uniform
3,400,0.12614334321485696,0.2610066189818574,0.1371733905032142,0.17983405503366576,0.04008228967213048,0.05347335966856152,0.9599177103278695,0.11578918348154973,0.6571808006070954,0.014811821989368763,0.11104699621722126,0.019589606891296758,0.18999040175510762,_biploar_step,t2_xl,train,9.349997520446777,t2_xl_400__biploar_step_uniform
4,500,0.1379416970944037,0.2830555287921122,0.14941366283942048,0.19558555458818427,0.03967925483336477,0.05838712785432123,0.9603207451666352,0.09364524414987924,0.676036036036036,0.016055689570616427,0.12027954093735975,0.021124831145913108,0.20422381885477903,_biploar_step,t2_xl,train,9.79085373878479,t2_xl_500__biploar_step_uniform
5,600,0.1470219906628927,0.29765953688537755,0.1591247301261677,0.20738452217825012,0.03952455459222238,0.06330089604008093,0.9604754454077776,0.1611964452117182,0.6756114130434783,0.017839175294572053,0.12752452394691285,0.02384305223105454,0.21455153443719324,_biploar_step,t2_xl,train,10.349327802658081,t2_xl_600__biploar_step_uniform
6,700,0.15747832588240465,0.31380161573340115,0.1701332234820861,0.220641607474091,0.03918665669709557,0.06869640620483669,0.9608133433029045,0.11885394958930447,0.6858059342421813,0.019130706856453922,0.13707764313650062,0.02528756215190404,0.22848593336717518,_biploar_step,t2_xl,train,10.775188446044922,t2_xl_700__biploar_step_uniform
7,800,0.16691786431959746,0.327718081213246,0.18195019351634514,0.23398893457589356,0.03882976052674075,0.07274303882840351,0.9611702394732593,0.11670015098813843,0.6971271393643031,0.021093078840197874,0.14624607296274925,0.028343811222556085,0.24177221898351792,_biploar_step,t2_xl,train,12.139549016952515,t2_xl_800__biploar_step_uniform
8,900,0.17883909963798394,0.34787014128804034,0.19449605067075398,0.24949699900152106,0.038721198954009245,0.07813854899315927,0.9612788010459907,0.10922921944126264,0.6892430278884463,0.022663796505983394,0.1552862730012182,0.030228202539924975,0.25346658992203447,_biploar_step,t2_xl,train,12.202347040176392,t2_xl_900__biploar_step_uniform
9,1000,0.18620207755174564,0.3583485884960013,0.20192676860402128,0.25830217799813626,0.03821638764080775,0.08247422680412371,0.9617836123591923,0.28308624063628973,0.7132808103545301,0.02586578504896584,0.1625312560107713,0.03587303059829293,0.264738133778915,_biploar_step,t2_xl,train,12.614304542541504,t2_xl_1000__biploar_step_uniform
10,2000,0.2708320794390626,0.4837363907890932,0.2945119058913141,0.36611998255046874,0.03496903959647663,0.12226611426919742,0.9650309604035233,0.39422309783063403,0.774072951399414,0.04858620106419566,0.24559210104507276,0.06882832904641138,0.3728797060183495,_biploar_step,t2_xl,train,20.78156805038452,t2_xl_2000__biploar_step_uniform
11,3000,0.37628249518317725,0.5996093301951299,0.40496211156512407,0.4834281572736953,0.030268323497202505,0.18479622314288466,0.9697316765027975,0.8244001609716807,0.8400275418866192,0.11600522409498507,0.35199076745527985,0.17591236082806744,0.4961030159268045,_biploar_step,t2_xl,train,33.51036858558655,t2_xl_3000__biploar_step_uniform
12,4000,0.5123590108402659,0.7166048048792075,0.5468818008934544,0.6203439346815797,0.02359857187251072,0.2798920897967049,0.9764014281274893,0.984669104990733,0.8942197852410326,0.2812693224293199,0.5018913893697506,0.4130805475056651,0.6429304751344914,_biploar_step,t2_xl,train,52.17249798774719,t2_xl_4000__biploar_step_uniform
13,5000,0.681281095047559,0.8243900023069525,0.7143594108662636,0.7654407551097976,0.015285469440595787,0.45967819635803064,0.9847145305594042,0.9887174371574998,0.9345835150457915,0.5667347062725315,0.6869910880297493,0.7137237559508609,0.7918853004212548,_biploar_step,t2_xl,train,83.58350944519043,t2_xl_5000__biploar_step_uniform
14,6000,0.8191970560535572,0.8996612799326148,0.8450128936289426,0.8714812117495404,0.008561437029538247,0.6550727430388285,0.9914385629704617,0.9910326115990751,0.9597945382654004,0.8002158913635568,0.832628069500545,0.8844665526612701,0.8917002832374905,_biploar_step,t2_xl,train,120.36220169067383,t2_xl_6000__biploar_step_uniform
15,7000,0.8956462832371492,0.9371028044334718,0.9150880117669401,0.9259645762518047,0.0046844318633644045,0.7953560073224781,0.9953155681366356,0.9931273805420214,0.9727997818528871,0.9150860824205158,0.9149195358081682,0.952194465976691,0.9429723121654662,_biploar_step,t2_xl,train,272.37167382240295,t2_xl_7000__biploar_step_uniform
16,8000,0.9416179556900643,0.9625801947461066,0.9512922209501277,0.9569029197481962,0.0026244760207841133,0.9007611523268138,0.9973755239792159,0.9934767009336938,0.9836043897924104,0.9503268784084913,0.9539013912931974,0.9711704170735692,0.9685252091267129,_biploar_step,t2_xl,train,260.45454120635986,t2_xl_8000__biploar_step_uniform
17,9000,0.9533373005793285,0.9682970191641551,0.9604153901894542,0.9643401006493215,0.0021345919238332004,0.932556122940553,0.9978654080761667,0.9918300275898271,0.9851288938386452,0.955188548332174,0.9641277168686286,0.9728632418496093,0.9745151726260876,_biploar_step,t2_xl,train,454.3560559749603,t2_xl_9000__biploar_step_uniform
18,10000,0.960388052267061,0.968973173267477,0.977005085888408,0.9729725539507363,0.002115593648605187,0.9341940456691397,0.9978844063513949,0.9631691801464363,0.970113265014753,0.985728110601639,0.9802205552349811,0.9740949114215578,0.9751407204247924,_biploar_step,t2_xl,train,526.4044344425201,t2_xl_10000__biploar_step_uniform
