,HiddenNodes,lit_accuracy,lit_precision,lit_recall,lit_f1,sklearn_hamLoss,sklearn_accuracy,term_wise_accuracy,sklearn_macro_precision,sklearn_micro_precision,sklearn_macro_recall,sklearn_micro_recall,sklearn_macro_f1,sklearn_micro_f1,activation,type,phase,total_time,model_nm,Unnamed: 0
0,100,0.10519864041034532,0.21597543789007448,0.11479240296615728,0.14990779897399814,0.04069109644782324,0.045097644453392385,0.9593089035521768,0.08626271965970382,0.6304903555658843,0.011555783924168466,0.0909700566676726,0.0153829731506391,0.15899900369219952,_relu_leaky,t2_bert,train,18.590291500091556,t2_bert_100__relu_leaky_uniform,0.0
1,200,0.1259641468616168,0.2535400308704114,0.13507575533903954,0.17625177562934194,0.0402388156197098,0.057781356955909004,0.9597611843802902,0.1793178688734416,0.6493371996685998,0.014604406606400838,0.10512020923448344,0.019885332702734453,0.18094715881215548,_relu_leaky,t2_bert,train,28.610490083694454,t2_bert_200__relu_leaky_uniform,1.0
2,300,0.13914620777853653,0.2784460774444668,0.1506431479119774,0.1955117544381694,0.03984891835409477,0.06301590497282061,0.9601510816459052,0.218715074863659,0.662134088762984,0.016538667572116517,0.11756027227307785,0.022348492298466718,0.19966968506179167,_relu_leaky,t2_bert,train,39.708900690078735,t2_bert_300__relu_leaky_uniform,2.0
3,400,0.14962914796910626,0.29534091671699897,0.1602928051069932,0.20780298619655768,0.03966034985836096,0.07006241191866318,0.9603396501416389,0.2445503703107875,0.6647666547915925,0.018769111181334945,0.1251383160647822,0.025915958707358404,0.2106273104382425,_relu_leaky,t2_bert,train,50.36632180213928,t2_bert_400__relu_leaky_uniform,3.0
4,500,0.1601319564897303,0.31362061031378524,0.17345736397423486,0.22337205632235013,0.03928888409984773,0.07378699416146567,0.9607111159001522,0.4001860469762258,0.6765886287625418,0.02196349830814303,0.13566710257184053,0.031087393268881627,0.22601457978381695,_relu_leaky,t2_bert,train,62.32731199264526,t2_bert_500__relu_leaky_uniform,4.0
5,600,0.17262838539406578,0.3327176028454467,0.1856990780542402,0.23836174404570018,0.039026589575706705,0.08224280249647675,0.9609734104242933,0.36880539366123044,0.6845572874819219,0.023309855844031273,0.14284277235690573,0.03294743260384418,0.23636464517560893,_relu_leaky,t2_bert,train,4585.348732471466,t2_bert_600__relu_leaky_uniform,
6,700,0.17666097703379077,0.3411528788416245,0.18924976344943978,0.2434493966394802,0.03873877450327089,0.082947453191061,0.9612612254967291,0.4488666942261715,0.6970987070324819,0.026084810983892655,0.14824129027931462,0.038039098890888634,0.24449052951748929,_relu_leaky,t2_bert,train,91.1811933517456,t2_bert_700__relu_leaky_uniform,
7,800,0.18883491186011434,0.3625008388698745,0.2026862320608406,0.25999861967272697,0.038397082717768254,0.08908798067243809,0.9616029172822318,0.40779151463901386,0.7048886231125728,0.027677800601295793,0.15809945344197432,0.03979623892478875,0.25827125328659073,_relu_leaky,t2_bert,train,101.62426948547363,t2_bert_800__relu_leaky_uniform,
8,900,0.19407794611065596,0.3694231930742902,0.2090206360181137,0.2669820884679036,0.03811068545357103,0.08989329575196296,0.961889314546429,0.5545839579187211,0.7113313227057303,0.031498549533177114,0.16607987124031787,0.046610275030822865,0.2692872288370576,_relu_leaky,t2_bert,train,118.85420179367065,t2_bert_900__relu_leaky_uniform,
9,1000,0.20202676048304616,0.3814358096772028,0.21902045063961156,0.2782625428253751,0.03782145257289661,0.09452385745923092,0.9621785474271034,0.5869249932698488,0.7173642768338169,0.03419262622218286,0.17412735137310129,0.0509008328263216,0.2802331228751821,_relu_leaky,t2_bert,train,117.85946702957152,t2_bert_1000__relu_leaky_uniform,5.0
10,2000,0.295905677789266,0.5086386819676536,0.3208151683066365,0.3934613223116808,0.03405717169941331,0.14334608415542582,0.9659428283005866,0.8452886619416365,0.7837996478184308,0.08084717592966255,0.2686517117660866,0.12583204194609968,0.4001498314396305,_relu_leaky,t2_bert,train,230.21913528442383,t2_bert_2000__relu_leaky_uniform,6.0
11,3000,0.4069270935780527,0.6277024392738111,0.436547697217573,0.5149579878020606,0.028829712723694695,0.21260318099456413,0.9711702872763052,0.9651183522090724,0.8481690760989212,0.18395225616605346,0.3875532307279617,0.2831473083419904,0.5320138089758343,_relu_leaky,t2_bert,train,346.21374440193176,t2_bert_3000__relu_leaky_uniform,7.0
12,4000,0.5436813747821119,0.7388210965823225,0.5777844695543727,0.6484544291225894,0.02212489756335476,0.3177974632574995,0.9778751024366452,0.9829087188711804,0.8989785610057246,0.3726181608464521,0.5371022365288536,0.5240455808639588,0.6724460023928969,_relu_leaky,t2_bert,train,472.400349855423,t2_bert_4000__relu_leaky_uniform,8.0
13,5000,0.703292592608058,0.8395446912249742,0.7354057433221691,0.7840322770284643,0.014212109783727531,0.4853029997986713,0.9857878902162724,0.9879189272695468,0.9362742937728616,0.6338430953016393,0.7123696475874325,0.7673447422837718,0.8091175686483604,_relu_leaky,t2_bert,train,694.8892540931703,t2_bert_5000__relu_leaky_uniform,9.0
14,6000,0.8280626000965956,0.9035379391429335,0.8556541817248177,0.8789443822580588,0.007819212435879623,0.6654922488423596,0.9921807875641204,0.9902050670459206,0.9586761265001132,0.8493172608191573,0.8517922408879053,0.9135212800669754,0.9020791534241225,_relu_leaky,t2_bert,train,928.7635452747345,t2_bert_6000__relu_leaky_uniform,
15,7000,0.9111401661239055,0.9460700206220645,0.9290273314718118,0.9374712258673121,0.003947178136262715,0.8251459633581639,0.9960528218637373,0.9934201422345386,0.9758209270404392,0.9379496984258657,0.9296851423398048,0.9646558309329392,0.9521945188543169,_relu_leaky,t2_bert,train,988.4571716785431,t2_bert_7000__relu_leaky_uniform,
16,8000,0.9455815550465243,0.9640617723439342,0.9555323711252849,0.9597781222380724,0.0024031849644271914,0.9125226494866117,0.9975968150355728,0.9931731761836766,0.9838643088144223,0.9528338984735193,0.9588907889883647,0.9723531380944559,0.9712170354395557,_relu_leaky,t2_bert,train,2576.523513317108,t2_bert_8000__relu_leaky_uniform,
17,9000,0.9550953263455781,0.9696382233854551,0.9630950056810743,0.9663555385872202,0.0020813424942649657,0.934266156633783,0.997918657505735,0.9888399593669291,0.9843200218631504,0.9586197464617838,0.9661670522750897,0.9732438286818809,0.9751590632191689,_relu_leaky,t2_bert,train,2004.538071155548,t2_bert_9000__relu_leaky_uniform,
18,10000,0.9579633000938608,0.9705075322525492,0.9692450548802466,0.9698758827281482,0.0020799246860263654,0.9341654922488424,0.9979200753139736,0.9759686828791282,0.9796995533901746,0.9726009181766876,0.97092847802032,0.9738893146363928,0.9752942959632194,_relu_leaky,t2_bert,train,1487.4429881572726,t2_bert_10000__relu_leaky_uniform,10.0
