,HiddenNodes,lit_accuracy,lit_precision,lit_recall,lit_f1,sklearn_hamLoss,sklearn_accuracy,term_wise_accuracy,sklearn_macro_precision,sklearn_micro_precision,sklearn_macro_recall,sklearn_micro_recall,sklearn_macro_f1,sklearn_micro_f1,activation,type,phase,total_time,model_nm
0,100,0.08411926945612809,0.1814524304961367,0.09125519959013696,0.12143758321541627,0.04121268704819727,0.03420368050871953,0.9587873129518028,0.0830657598486983,0.6084781463928384,0.00907955174579064,0.07408475988972238,0.01234778755534302,0.13208733424782806,_bipolar_sigmoid,t2_xl,train,12.275179386138916,t2_xl_100__bipolar_sigmoid_uniform
1,200,0.11062895787978105,0.23230693001387695,0.12209368113244251,0.16006297588612659,0.04121811512683384,0.043742171692841315,0.9587818848731662,0.09312619443159013,0.5754508649245491,0.01432833043126293,0.10024363659678143,0.019601102024873036,0.17074369334935022,_bipolar_sigmoid,t2_xl,train,16.844960689544678,t2_xl_200__bipolar_sigmoid_uniform
2,300,0.12366946883898221,0.2570376287105788,0.13389741035909525,0.17607361535610652,0.040197636343157706,0.05145004335677811,0.9598023636568424,0.13057520778922863,0.6522075910147173,0.014066892896269048,0.10796948131050843,0.018293550501955424,0.1852687166510809,_bipolar_sigmoid,t2_xl,train,20.945029735565186,t2_xl_300__bipolar_sigmoid_uniform
3,400,0.1329227570010696,0.27478562481934676,0.14510218789978938,0.18991737391229477,0.039859738448030896,0.052895269293766256,0.9601402615519691,0.084380954341494,0.663376996231832,0.015686634235162873,0.11851638135538886,0.020369822115086,0.20110425109473168,_bipolar_sigmoid,t2_xl,train,25.92867136001587,t2_xl_400__bipolar_sigmoid_uniform
4,500,0.14834876960629484,0.29998875935382335,0.1610621420267682,0.20959435073566665,0.03941192196051344,0.0640716832064746,0.9605880780394865,0.13448158642452426,0.68,0.01787876904587464,0.13024940693723153,0.023579419839033,0.21862304608679275,_bipolar_sigmoid,t2_xl,train,30.424683094024658,t2_xl_500__bipolar_sigmoid_uniform
5,600,0.1558083055741181,0.30904910250704637,0.16946080374342903,0.21889498471371482,0.039219225168915024,0.06754022545524617,0.9607807748310849,0.15724289176202907,0.6854277858644671,0.01914859195220609,0.13585946015259345,0.025510480221938598,0.2267704738207989,_bipolar_sigmoid,t2_xl,train,34.23545980453491,t2_xl_600__bipolar_sigmoid_uniform
6,700,0.1670509040718766,0.327394566444571,0.18111653475640113,0.23321642037891332,0.03890303958833451,0.07418826476539166,0.9610969604116655,0.17018496147956352,0.6943076923076923,0.02095793490975227,0.1446752580624479,0.028109895140888616,0.23945455510160768,_bipolar_sigmoid,t2_xl,train,38.2038893699646,t2_xl_700__bipolar_sigmoid_uniform
7,800,0.1743181025118767,0.33665735298840593,0.18939828359552638,0.2424166585491725,0.03861399440093689,0.07698236824356874,0.9613860055990631,0.1715346235268797,0.703885663242519,0.022633847814703477,0.15156760915560685,0.030907334255696747,0.24942628788478277,_bipolar_sigmoid,t2_xl,train,58.08967566490173,t2_xl_800__bipolar_sigmoid_uniform
8,900,0.18178630056010703,0.35070013167614067,0.19897073317473518,0.2538939819668584,0.03839280019649645,0.07900568455535216,0.9616071998035035,0.18091972616587637,0.7063424345847554,0.024009676354366783,0.159229338975444,0.03244789040053462,0.259875477423743,_bipolar_sigmoid,t2_xl,train,87.07517004013062,t2_xl_900__bipolar_sigmoid_uniform
9,1000,0.1936898594592561,0.3707644380541576,0.2096887124045311,0.2678773215703272,0.037920557355114404,0.08642451103189132,0.9620794426448857,0.202144081787002,0.7198322510822511,0.026288052512076658,0.17057767519394756,0.03559064118687271,0.2757995127766548,_bipolar_sigmoid,t2_xl,train,92.78291153907776,t2_xl_1000__bipolar_sigmoid_uniform
10,2000,0.2761975606163478,0.4883143159952105,0.2977746837816606,0.36995210738938006,0.03469356460567044,0.12843241160034685,0.9653064353943296,0.5109771042968525,0.7835550181378477,0.050679224894650224,0.24927870744373917,0.07242018477905907,0.3782285130599737,_bipolar_sigmoid,t2_xl,train,97.36466073989868,t2_xl_2000__bipolar_sigmoid_uniform
